,Date,RF,MaxT,MinT,RH-I,RH-II,C1,C2,SS,WD1,WD2,Disease,Index
218,05-08-01,62.0,28.5,22.5,94.9634,87.5452,8.0,8.0,0.0,135.0,270.0,3,218
0,01-10-08,44.66718746382104,30.929321425365515,18.381407740975323,95.1604447987961,91.1306312286404,4.935487425002412,5.524392569684072,0.39161976230612394,197.69539208896603,169.81640864675168,3,3711
0,01-10-08,52.011850856127396,30.984386394566563,24.092568764481754,96.88408442421864,93.9180928894988,4.120022700982425,5.800263373015849,4.600468078265232,90.44135555477727,151.63821682202604,3,3700
0,01-10-08,43.281572902869236,30.76395720711323,18.194888083349724,98.88153575578107,83.62984683242877,2.8036081647213282,3.284279789156894,4.128789956143755,67.40615388542504,327.9703197364273,3,3699
0,01-10-08,49.97264008157596,28.62671659094515,18.10672691833124,94.36143207940732,89.03038093831778,5.311848465747861,4.117305890358345,4.15890128056347,164.85547813298567,264.49171494574784,3,3698
0,01-10-08,56.70349339536776,31.1732269014165,20.928249650084155,97.100279888473,92.64660724390292,5.162388891633382,2.875166025770648,1.5380329445360927,102.76198746754677,189.58548976253977,3,3697
0,01-10-08,43.721844478058095,30.177255508498757,22.588774902978113,93.85025044230453,91.25695918771586,3.2629590863147464,2.2869671402702756,3.4150553188140096,102.04205645035394,201.72112224760076,3,3696
0,01-10-08,8.122946800331423,28.94913298154845,21.84355679506876,94.65657638820674,92.38209213662903,6.058530397809266,6.217464201478528,1.288271820615346,134.83597144628772,155.28406827367894,3,3695
0,01-10-08,18.99297015708612,30.395817980324644,22.82399919016299,94.75600256413078,89.3910216700001,5.8415756937289,4.356904219151955,2.3578378966360973,411.2018090767155,216.1704963694343,3,3694
0,01-10-08,11.480119469759657,29.13427968129913,20.697805492831687,94.81305650318936,87.1372141851422,6.756002102155595,3.53160286751898,3.226083207255999,102.319791499318,290.12639190897994,3,3709
0,01-10-08,59.71731094357244,28.82593753429741,19.272935542434602,99.16955537290481,91.67163100974655,4.666793224826475,5.357803132655318,1.0275527947464052,35.243965557599154,118.23789434155763,3,3710
0,01-10-08,32.1006233563295,28.378087995666977,21.320370391216514,94.68224291036083,95.82877436635829,3.0066672587864405,4.490026231851128,0.24932476822083283,101.04588009040592,152.56875076709485,3,3712
0,01-10-08,64.74881963200352,30.021635553608142,21.546411284934884,94.06519070987041,90.09723568157982,3.5876725335401574,5.535142980083856,1.909675302398839,482.9180611486862,334.10798747891647,3,3718
0,01-10-08,93.38907147303263,29.310519324093228,22.700891072601575,94.9759113438674,91.33733874774109,3.938773679849848,5.534497792407996,6.870436597766709,128.82992573456525,261.77703319606627,3,3728
0,01-10-08,34.03874810584657,30.90315842268672,22.831694837972098,98.67368890218445,91.07624558651673,4.730361620874925,2.78384946793757,1.4347458974916103,266.730044043147,226.7262439660754,3,3727
0,01-10-08,19.845886414163587,28.601170412781975,23.750167971858307,90.92019244422735,89.00644885875691,7.937290418483838,4.655504320600272,2.979229284935432,118.70629923133498,290.29082384783135,3,3726
0,01-10-08,76.96523417618687,30.098274044607507,20.741271527069227,96.77419053752719,82.02585487608445,6.76615192645415,2.2567508696089615,1.6287933024145598,247.34073088313397,258.01636997950857,3,3725
0,01-10-08,55.26177715521638,29.411024231588875,21.023753906792415,97.07448717487259,79.85448353359055,4.229380167154589,2.3388296854980335,3.6842414766713256,410.50335356045446,210.3559860796454,3,3724
0,01-10-08,31.771520048816733,28.306879194370573,21.768572182510315,91.84998016407532,97.35977250962995,4.0092046618457875,7.026785351836914,2.1217443053214913,267.43164795848105,171.64632747162955,3,3723
0,01-10-08,15.086026527723469,30.679874659216402,22.586961587075635,90.57423294810559,91.96719922225401,2.269520642978202,5.558213626382141,6.810200189877984,126.15685146937746,205.07759869211952,3,3722
0,01-10-08,27.887994813118684,30.894178581778117,18.20747447400384,97.31044592349947,81.46216858294298,4.969154283649723,3.7580020471861513,3.0351477234312094,133.49078492799646,196.65054015838402,3,3693
0,01-10-08,11.153453801975022,31.26749762964885,23.031647657860564,89.37429161838962,80.58164351653893,2.3337268743099435,3.1055314938627103,3.2809990646946936,223.93758788924418,288.25679387199335,3,3721
0,01-10-08,54.07424644164631,30.32113930341755,22.971395271399683,92.89867325895113,99.2915319831889,5.321761649972692,5.040588924398385,2.224016613191702,195.97796200344703,218.80883168978832,3,3701
0,01-10-08,10.283772972092994,27.593641577667533,22.969643227563473,96.03669197560144,99.43001573196781,2.4536377044643984,7.449541325115408,1.6725795929743854,122.08968824705525,200.0463463085763,3,3702
0,01-10-08,44.018021632927244,28.904405456400205,20.40328350674186,90.61437341722034,91.67350083612514,4.71082943375491,5.052323293014474,0.39827171740251277,172.97698574168817,258.8248306936053,3,3703
0,01-10-08,83.39327373398709,30.982803736632082,23.73952222236815,94.12285079432826,93.0541122463496,6.222086992417866,6.101663059649826,4.358961282786932,198.0991884495978,281.36762075168826,3,3704
0,01-10-08,30.730405611647946,31.08684783412446,21.537588413344757,98.70367121816247,88.3643203513489,4.83709465274672,6.960480486452643,4.6487191922739655,84.28685061797141,301.20686989010443,3,3605
0,01-10-08,73.09646966324621,26.776411124703234,22.74424255890449,96.24704828264431,91.07789609295031,6.311274747152118,7.680414374596821,4.590650551165306,182.95151595130767,135.7585817545829,3,3604
0,01-10-08,8.415731389252233,29.63335815810693,22.659337720291987,98.70929377396524,91.89565470615368,3.384061801220093,3.4589358872185882,0.49817370992880416,492.97986063305405,304.5268304633191,3,3612
0,01-10-08,15.489870605793264,29.530784422758128,22.801413612765828,95.406422693629,90.09545926542566,5.457613117604515,3.2199225931808555,3.0214244965790558,96.81868481572201,332.64418625038974,3,3603
0,01-10-08,21.058049149277792,30.13682034084337,22.57530609283566,92.22458294616199,76.75682988143048,7.562420374291352,4.031613013902875,4.61923191720574,356.9403903816481,213.0605010391651,3,3601
0,01-10-08,45.71811408742694,30.47176207119883,23.889821022959545,93.57576237453182,83.00964008891248,3.207973410391137,5.505781907515984,1.0422424459873252,188.3058685635091,338.80675160393275,3,3600
0,01-10-08,21.89390737554466,30.48363145064002,21.589227124558228,93.61537787714683,90.67247278058257,7.1246215581228824,6.981921113559086,0.5774122364602772,249.6771466651578,240.2100462154828,3,3599
0,01-10-08,58.972120429181544,29.91757066203344,22.70352183883297,93.39887259199132,91.65756922192483,7.725891853185928,1.3681800235224557,2.647219488327664,402.6634966504513,337.00734244977724,3,3598
0,01-10-08,63.12031893723972,26.717168117367976,22.746215289371115,99.27442513042553,83.66489764476576,6.65330933538779,7.446696127713491,3.1591857552602303,459.4394422089044,189.43214114187163,3,3597
0,01-10-08,86.82376092094006,28.35156456695879,19.035599368909192,90.80948267848306,99.47671429968179,3.1980225634620476,5.308921285689558,0.05285208854980139,101.35226106544084,339.45849555649113,3,3596
0,01-10-08,54.02126901770592,26.996009865553916,23.121964317188056,95.06286270714115,90.66369496314572,7.067638800779058,5.0124112262438665,4.615616491050912,315.2116821699287,183.7173052027954,3,3595
0,01-10-08,36.64485380298544,32.37679581638164,19.81363833360746,94.96116830684028,95.2786689433591,7.405583785629619,2.5799531246001517,1.6926040344288986,590.7458701694538,308.7960987603419,3,3602
0,01-10-08,5.271735893422321,31.74751897705498,22.115483990607245,96.98295125190533,90.68901980301162,3.72517406990758,7.408634784978107,0.5787989407179197,316.6874573069129,163.6598314127056,3,3651
0,01-10-08,72.78893330510115,30.14115747254172,18.137597158348743,95.7854251276694,72.7598245775191,6.465618230271085,7.268105461866238,0.011921174550782343,98.06556473329623,306.9806164296043,3,3652
